"","complnum","crimesuccess","HOUSING_PSA","JURISDICTION_CODE","jurisdic","code1","crimelevel","loc_desc","offense_desc1","park","PATROL_BORO","code2","offense_desc2","premise_type","date","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"941",994936889,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESTAURANT/DINER","03/08/2018",NA,"UNKNOWN","BLACK","M",NA,"25-44","WHITE HISPANIC","F",40.753790581,-73.992306283,"(40.753790581, -73.992306283)","2018","06","03"
"942",611218081,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION",NA,"HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","03/08/2018",NA,"45-64","WHITE","M",NA,"45-64","ASIAN/PAC.ISL","M",40.792863108,-73.967523381,"(40.792863108, -73.967523381)","2018","06","03"
"943",479490752,"COMPLETED",NA,0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","03/08/2018",NA,"45-64","WHITE","M",NA,"45-64","WHITE","F",40.738641895,-73.987591664,"(40.738641895, -73.987591664)","2018","06","03"
"944",676493383,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","OPPOSITE OF","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",343,"LARCENY,PETIT OF BICYCLE","STREET","03/08/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE","M",40.727435569,-73.993914857,"(40.727435569, -73.993914857)","2018","06","03"
"945",981524057,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",339,"LARCENY,PETIT FROM OPEN AREAS,","DEPARTMENT STORE","03/08/2018",NA,NA,NA,NA,NA,"25-44","BLACK","F",40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2018","06","03"
"946",178812560,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","03/08/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","WHITE","F",40.783481548,-73.979104742,"(40.783481548, -73.979104742)","2018","06","03"
"947",792308319,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY","INSIDE","MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",198,"CRIMINAL CONTEMPT 1","RESIDENCE - APT. HOUSE","03/08/2018",NA,"18-24","BLACK","F",NA,"18-24","BLACK","M",40.790601054,-73.939363092,"(40.790601054, -73.939363092)","2018","06","03"
"948",501652811,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","03/07/2018",NA,"45-64","WHITE","F",NA,"45-64","WHITE HISPANIC","M",40.863338395,-73.929076287,"(40.863338395, -73.929076287)","2018","06","03"
"949",780233231,"COMPLETED",4552,2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",114,"OBSTR BREATH/CIRCUL","RESIDENCE - PUBLIC HOUSING","03/07/2018",NA,"<18","BLACK","M",NA,"18-24","BLACK","M",40.829882139,-73.9367581,"(40.829882139, -73.9367581)","2018","06","03"
"950",347687537,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN",NA,"03/07/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"18-24","WHITE","M",40.733638251,-73.98798229,"(40.733638251, -73.98798229)","2018","06","03"
"951",814236978,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",114,"OBSTR BREATH/CIRCUL","RESIDENCE - APT. HOUSE","03/07/2018",NA,"25-44","BLACK","M",NA,"18-24","BLACK","F",40.80226442,-73.953327272,"(40.80226442, -73.953327272)","2018","06","03"
"952",438831572,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","FRONT OF","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","STREET","03/07/2018",NA,"45-64","BLACK","M",NA,"25-44","WHITE","M",40.804461994,-73.966354622,"(40.804461994, -73.966354622)","2018","06","03"
"953",245931909,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMMERCIAL BUILDING","03/07/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.755648675,-73.990952519,"(40.755648675, -73.990952519)","2018","06","03"
"954",178482909,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",NA,"03/07/2018",NA,"25-44","BLACK","F",NA,"18-24","WHITE HISPANIC","F",40.733072912,-73.988776205,"(40.733072912, -73.988776205)","2018","06","03"
"955",613350247,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",321,"LARCENY,PETIT FROM AUTO","STREET","03/07/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","F",40.842067278,-73.939294497,"(40.842067278, -73.939294497)","2018","06","03"
"956",748169303,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","GROCERY/BODEGA","03/07/2018",NA,NA,NA,NA,NA,"18-24","BLACK","M",40.757379872,-73.984126607,"(40.757379872, -73.984126607)","2018","06","03"
"957",773036565,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","03/07/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.722521583,-73.984600298,"(40.722521583, -73.984600298)","2018","06","03"
"958",932223319,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY",NA,"FELONY ASSAULT","TOMPKINS SQUARE PARK","PATROL BORO MAN SOUTH",109,"ASSAULT 2,1,UNCLASSIFIED","PARK/PLAYGROUND","03/07/2018",NA,"25-44","BLACK","M",NA,"25-44","WHITE","F",40.726062174,-73.98353516,"(40.726062174, -73.98353516)","2018","06","03"
"959",950792222,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","PARKING LOT/GARAGE (PUBLIC)","03/07/2018",NA,NA,NA,NA,NA,"45-64","UNKNOWN","M",40.764529795,-73.969742874,"(40.764529795, -73.969742874)","2018","06","03"
"960",790847216,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","FRONT OF","ROBBERY",NA,"PATROL BORO MAN NORTH",384,"ROBBERY,POCKETBOOK/CARRIED BAG","STREET","03/07/2018",NA,NA,NA,NA,NA,"18-24","WHITE","F",40.814890345,-73.961262699,"(40.814890345, -73.961262699)","2018","06","03"
"961",447315487,"COMPLETED",NA,0,"N.Y. POLICE DEPT",111,"FELONY","INSIDE","POSSESSION OF STOLEN PROPERTY",NA,"PATROL BORO MAN SOUTH",494,"STOLEN PROPERTY 2,1,POSSESSION","STREET","03/07/2018",NA,"25-44","BLACK","M",NA,"45-64","BLACK","F",40.733883033,-74.005428311,"(40.733883033, -74.005428311)","2018","06","03"
"962",448989746,"COMPLETED",NA,0,"N.Y. POLICE DEPT",111,"FELONY",NA,"POSSESSION OF STOLEN PROPERTY",NA,"PATROL BORO MAN SOUTH",494,"STOLEN PROPERTY 2,1,POSSESSION","STREET","03/07/2018",NA,"25-44","BLACK","M",NA,"25-44","UNKNOWN","F",40.731072523,-74.001412228,"(40.731072523, -74.001412228)","2018","06","03"
"963",991040901,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","CHAIN STORE","03/07/2018",NA,NA,NA,NA,NA,"18-24","WHITE","M",40.714937718,-74.016075402,"(40.714937718, -74.016075402)","2018","06","03"
"964",498179997,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","03/07/2018",NA,NA,NA,NA,NA,"18-24","WHITE HISPANIC","M",40.808557677,-73.952354754,"(40.808557677, -73.952354754)","2018","06","03"
"965",938322931,"COMPLETED",NA,0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","03/07/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","WHITE","F",40.793510977,-73.940335551,"(40.793510977, -73.940335551)","2018","06","03"
"966",780721300,"COMPLETED",17402,2,"N.Y. HOUSING POLICE",121,"FELONY","REAR OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",267,"MISCHIEF, CRIMINAL 3 & 2, OF M","RESIDENCE - PUBLIC HOUSING","03/07/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","BLACK","F",40.773299847,-73.98802568,"(40.773299847, -73.98802568)","2018","06","03"
"967",169331359,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED","CLOTHING/BOUTIQUE","03/07/2018",NA,NA,NA,NA,NA,"25-44","BLACK HISPANIC","M",40.748767014,-73.985319659,"(40.748767014, -73.985319659)","2018","06","03"
"968",660216682,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","03/07/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE","M",40.836326257,-73.946697272,"(40.836326257, -73.946697272)","2018","06","03"
"969",846081389,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",321,"LARCENY,PETIT FROM AUTO","STREET","03/07/2018",NA,NA,NA,NA,NA,"45-64","BLACK","F",40.805410774,-73.955600729,"(40.805410774, -73.955600729)","2018","06","03"
"970",512882334,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","COMMERCIAL BUILDING","03/07/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.743615663,-73.990513877,"(40.743615663, -73.990513877)","2018","06","03"
"971",544771606,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN NORTH",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","BUS (NYC TRANSIT)","03/07/2018",NA,"25-44","BLACK","M",NA,"65+","WHITE","F",40.7966511,-73.968478632,"(40.7966511, -73.968478632)","2018","06","03"
"972",231322093,"COMPLETED",NA,0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","03/07/2018",NA,"65+","UNKNOWN","F",NA,"45-64","UNKNOWN","M",40.85915271,-73.929048215,"(40.85915271, -73.929048215)","2018","06","03"
"973",561146799,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","BAR/NIGHT CLUB","03/07/2018",NA,"25-44","UNKNOWN","M",NA,"25-44","WHITE","M",40.741668473,-73.981088208,"(40.741668473, -73.981088208)","2018","06","03"
"974",392937033,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - APT. HOUSE","03/07/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.798943827,-73.942360522,"(40.798943827, -73.942360522)","2018","06","03"
"975",245776942,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",126,"FELONY",NA,"MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN SOUTH",640,"AGGRAVATED HARASSMENT 1","TRANSIT - NYC SUBWAY","03/07/2018","CHRISTOPHER ST.-SHERIDAN SQ.",NA,NA,NA,2,"UNKNOWN","UNKNOWN","E",40.733614139,-74.0028592,"(40.733614139, -74.0028592)","2018","06","03"
"976",821173961,"COMPLETED",720,2,"N.Y. HOUSING POLICE",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - PUBLIC HOUSING","03/07/2018",NA,"18-24","BLACK","M",NA,"25-44","WHITE HISPANIC","F",40.813088658,-73.957979911,"(40.813088658, -73.957979911)","2018","06","03"
"977",227349390,"COMPLETED",NA,0,"N.Y. POLICE DEPT",359,"MISDEMEANOR",NA,"OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN NORTH",749,"VIOLATION OF ORDER OF PROTECTI","STREET","03/07/2018",NA,"45-64","BLACK","F",NA,"45-64","BLACK","M",40.800561814,-73.958197308,"(40.800561814, -73.958197308)","2018","06","03"
"978",702556208,"COMPLETED",NA,0,"N.Y. POLICE DEPT",359,"MISDEMEANOR","FRONT OF","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN NORTH",749,"VIOLATION OF ORDER OF PROTECTI",NA,"03/07/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.82754677,-73.937461313,"(40.82754677, -73.937461313)","2018","06","03"
"979",101431867,"COMPLETED",738,2,"N.Y. HOUSING POLICE",112,"FELONY","INSIDE","THEFT-FRAUD",NA,"PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - PUBLIC HOUSING","03/07/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE HISPANIC","F",40.832941761,-73.935432593,"(40.832941761, -73.935432593)","2018","06","03"
"980",658569039,"COMPLETED",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","INSIDE","SEX CRIMES",NA,"PATROL BORO MAN NORTH",175,"SEXUAL ABUSE 3,2","PRIVATE/PAROCHIAL SCHOOL","03/07/2018",NA,"<18","WHITE HISPANIC","M",NA,"<18","BLACK","F",40.789260224,-73.947710001,"(40.789260224, -73.947710001)","2018","06","03"
"981",506007712,"COMPLETED",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY",NA,"PATROL BORO MAN NORTH",223,"BURGLARY,RESIDENCE,NIGHT","RESIDENCE - APT. HOUSE","03/07/2018",NA,"45-64","BLACK","F",NA,"45-64","BLACK","F",40.809628853,-73.941975579,"(40.809628853, -73.941975579)","2018","06","03"
"982",791873896,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",405,"LARCENY,GRAND BY THEFT OF CREDIT CARD","FAST FOOD","03/07/2018",NA,NA,NA,NA,NA,"18-24","ASIAN/PAC.ISL","F",40.787318131,-73.97623987,"(40.787318131, -73.97623987)","2018","06","03"
"983",775836942,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","CONSTRUCTION SITE","03/07/2018",NA,"45-64","WHITE","M",NA,"UNKNOWN","UNKNOWN","D",40.746645976,-73.991938992,"(40.746645976, -73.991938992)","2018","06","03"
"984",777542810,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","CONSTRUCTION SITE","03/07/2018",NA,"45-64","WHITE","M",NA,"UNKNOWN","UNKNOWN","D",40.746645976,-73.991938992,"(40.746645976, -73.991938992)","2018","06","03"
"985",756647332,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","VARIETY STORE","03/07/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.712803176,-74.007446595,"(40.712803176, -74.007446595)","2018","06","03"
"986",236096495,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","03/07/2018",NA,"45-64","BLACK","M",NA,"25-44","BLACK","F",40.850810436,-73.931739169,"(40.850810436, -73.931739169)","2018","06","03"
"987",169777694,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","03/07/2018",NA,NA,NA,NA,NA,"25-44","WHITE","M",40.725426295,-73.992075048,"(40.725426295, -73.992075048)","2018","06","03"
"988",794354360,"COMPLETED",NA,0,"N.Y. POLICE DEPT",359,"MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN NORTH",748,"CONTEMPT,CRIMINAL","RESIDENCE - APT. HOUSE","03/07/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE","F",40.826216983,-73.940100268,"(40.826216983, -73.940100268)","2018","06","03"
"989",382027952,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN NORTH",419,"LARCENY,GRAND FROM PERSON,UNCL","OTHER","03/07/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.805830187,-73.961780901,"(40.805830187, -73.961780901)","2018","06","03"
"990",625621979,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","OPPOSITE OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","TAXI (YELLOW LICENSED)","03/06/2018",NA,"25-44","BLACK","M",NA,"45-64","ASIAN/PAC.ISL","M",40.746978443,-73.975178775,"(40.746978443, -73.975178775)","2018","06","03"
"991",443465026,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",113,"FELONY",NA,"FORGERY",NA,"PATROL BORO MAN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","TRANSIT - NYC SUBWAY","03/06/2018","125 STREET",NA,NA,NA,3,"UNKNOWN","UNKNOWN","E",40.807780622,-73.945484727,"(40.807780622, -73.945484727)","2018","06","03"
"992",907060580,"COMPLETED",NA,0,"N.Y. POLICE DEPT",236,"MISDEMEANOR",NA,"DANGEROUS WEAPONS",NA,"PATROL BORO MAN NORTH",782,"WEAPONS, POSSESSION, ETC","STREET","03/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.797045758,-73.929822304,"(40.797045758, -73.929822304)","2018","06","03"
"993",869340931,"COMPLETED",553,2,"N.Y. HOUSING POLICE",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - PUBLIC HOUSING","03/06/2018",NA,"UNKNOWN","BLACK","F",NA,"25-44","BLACK","M",40.747985692,-74.000892884,"(40.747985692, -74.000892884)","2018","06","03"
"994",689058788,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",358,"MISDEMEANOR",NA,"OFFENSES INVOLVING FRAUD",NA,"PATROL BORO MAN NORTH",705,"FORGERY,ETC.-MISD.","TRANSIT - NYC SUBWAY","03/06/2018","135 STREET","18-24","WHITE HISPANIC","M",3,"UNKNOWN","UNKNOWN","E",40.814113161,-73.940855365,"(40.814113161, -73.940855365)","2018","06","03"
"995",793789833,"COMPLETED",NA,97,"OTHER",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","OTHER","03/06/2018",NA,"45-64","BLACK","M",NA,"45-64","BLACK","F",40.798618991,-73.952275183,"(40.798618991, -73.952275183)","2018","06","03"
"996",693698112,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","STREET","03/06/2018",NA,"45-64","BLACK","M",NA,"45-64","BLACK","F",40.81860066,-73.952463176,"(40.81860066, -73.952463176)","2018","06","03"
"997",658128031,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","STREET","03/06/2018",NA,"45-64","BLACK","F",NA,"45-64","BLACK","M",40.81860066,-73.952463176,"(40.81860066, -73.952463176)","2018","06","03"
"998",477777406,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE-HOUSE","03/06/2018",NA,"25-44","WHITE HISPANIC","F",NA,"<18","WHITE HISPANIC","F",40.852178315,-73.928878534,"(40.852178315, -73.928878534)","2018","06","03"
"999",328593446,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE-HOUSE","03/06/2018",NA,"25-44","WHITE HISPANIC","F",NA,"<18","WHITE HISPANIC","F",40.852178315,-73.928878534,"(40.852178315, -73.928878534)","2018","06","03"
"1000",472869588,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","OPPOSITE OF","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","STREET","03/06/2018",NA,NA,NA,NA,NA,"45-64","WHITE","F",40.721570126,-73.996422688,"(40.721570126, -73.996422688)","2018","06","03"
"1001",749642431,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","03/06/2018",NA,"45-64","WHITE","M",NA,"45-64","WHITE HISPANIC","F",40.74985486,-74.001416236,"(40.74985486, -74.001416236)","2018","06","03"
"1002",663161480,"COMPLETED",NA,0,"N.Y. POLICE DEPT",118,"FELONY",NA,"DANGEROUS WEAPONS",NA,"PATROL BORO MAN NORTH",793,"WEAPONS POSSESSION 3","STREET","03/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.799992503,-73.942742471,"(40.799992503, -73.942742471)","2018","06","03"
"1003",145023697,"COMPLETED",NA,0,"N.Y. POLICE DEPT",235,"MISDEMEANOR",NA,"DANGEROUS DRUGS",NA,"PATROL BORO MAN SOUTH",511,"CONTROLLED SUBSTANCE, POSSESSI","STREET","03/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.731072523,-74.001412228,"(40.731072523, -74.001412228)","2018","06","03"
"1004",887070112,"COMPLETED",NA,0,"N.Y. POLICE DEPT",111,"FELONY",NA,"POSSESSION OF STOLEN PROPERTY",NA,"PATROL BORO MAN SOUTH",494,"STOLEN PROPERTY 2,1,POSSESSION","STREET","03/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","M",40.731072523,-74.001412228,"(40.731072523, -74.001412228)","2018","06","03"
"1005",511956342,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",321,"LARCENY,PETIT FROM AUTO","STREET","03/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE","F",40.727540029,-73.999409745,"(40.727540029, -73.999409745)","2018","06","03"
"1006",641276004,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY",NA,"ROBBERY","RIVERSIDE PARK","PATROL BORO MAN NORTH",384,"ROBBERY,POCKETBOOK/CARRIED BAG","PARK/PLAYGROUND","03/06/2018",NA,"<18","BLACK","M",NA,"25-44","WHITE","F",40.800340792,-73.971460305,"(40.800340792, -73.971460305)","2018","06","03"
"1007",185593138,"COMPLETED",720,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","FRONT OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",567,"MARIJUANA, POSSESSION 4 & 5","RESIDENCE - PUBLIC HOUSING","03/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.814787465,-73.957501965,"(40.814787465, -73.957501965)","2018","06","03"
"1008",518580867,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","HOTEL/MOTEL","03/06/2018",NA,NA,NA,NA,NA,"45-64","WHITE","M",40.748620398,-73.978115958,"(40.748620398, -73.978115958)","2018","06","03"
