"","complnum","crimesuccess","HOUSING_PSA","JURISDICTION_CODE","jurisdic","code1","crimelevel","loc_desc","offense_desc1","park","PATROL_BORO","code2","offense_desc2","premise_type","date","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"873",673160633,"COMPLETED",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY",NA,"PATROL BORO MAN SOUTH",213,"BURGLARY,COMMERCIAL,NIGHT","COMMERCIAL BUILDING","04/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","D",40.740360538,-73.99255322,"(40.740360538, -73.99255322)","2018","06","04"
"874",412838997,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","04/06/2018",NA,NA,NA,NA,NA,"45-64","BLACK","F",40.814040017,-73.9427629,"(40.814040017, -73.9427629)","2018","06","04"
"875",132233638,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",409,"LARCENY,GRAND BY EXTORTION","BAR/NIGHT CLUB","04/06/2018",NA,NA,NA,NA,NA,"25-44","WHITE HISPANIC","M",40.739161316,-74.001105672,"(40.739161316, -74.001105672)","2018","06","04"
"876",580387806,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","FRONT OF","FELONY ASSAULT",NA,"PATROL BORO MAN SOUTH",105,"STRANGULATION 1ST","STREET","04/06/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE HISPANIC","M",40.743723098,-73.999633348,"(40.743723098, -73.999633348)","2018","06","04"
"877",249566713,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",408,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)","TRANSIT - NYC SUBWAY","04/06/2018","59 ST.-COLUMBUS CIRCLE","UNKNOWN","UNKNOWN","U",1,"25-44","BLACK HISPANIC","F",40.765024079,-73.98483595,"(40.765024079, -73.98483595)","2018","06","04"
"878",348892195,"COMPLETED",NA,0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","04/06/2018",NA,"25-44","BLACK","F",NA,"45-64","BLACK","M",40.815713379,-73.960142276,"(40.815713379, -73.960142276)","2018","06","04"
"879",978293570,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",415,"LARCENY,GRAND FROM PERSON,PICK","BAR/NIGHT CLUB","04/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","BLACK","M",40.739161316,-74.001105672,"(40.739161316, -74.001105672)","2018","06","04"
"880",299983300,"COMPLETED",45525,2,"N.Y. HOUSING POLICE",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - PUBLIC HOUSING","04/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.769048474,-73.990474154,"(40.769048474, -73.990474154)","2018","06","04"
"881",499575145,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY",NA,"FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","HIGHWAY/PARKWAY","04/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","M",40.840781109,-73.936245382,"(40.840781109, -73.936245382)","2018","06","04"
"882",894163062,"COMPLETED",NA,0,"N.Y. POLICE DEPT",347,"MISDEMEANOR",NA,"INTOXICATED & IMPAIRED DRIVING",NA,"PATROL BORO MAN NORTH",905,"INTOXICATED DRIVING,ALCOHOL","HIGHWAY/PARKWAY","04/06/2018",NA,NA,NA,NA,NA,"25-44","WHITE HISPANIC","F",40.840781109,-73.936245382,"(40.840781109, -73.936245382)","2018","06","04"
"883",173953923,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",340,"MISDEMEANOR",NA,"FRAUDS",NA,"PATROL BORO MAN SOUTH",707,"IMPERSONATION 2, PUBLIC SERVAN","TRANSIT - NYC SUBWAY","04/06/2018","8 AVENUE",NA,NA,NA,2,"UNKNOWN","UNKNOWN","E",40.73975965,-74.002523863,"(40.73975965, -74.002523863)","2018","06","04"
"884",780808167,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","FRONT OF","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",343,"LARCENY,PETIT OF BICYCLE","PUBLIC BUILDING","04/06/2018",NA,NA,NA,NA,NA,"25-44","WHITE HISPANIC","M",40.744705683,-73.997067435,"(40.744705683, -73.997067435)","2018","06","04"
"885",685114296,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT",NA,"PATROL BORO MAN SOUTH",109,"ASSAULT 2,1,UNCLASSIFIED","HOTEL/MOTEL","04/06/2018",NA,"25-44","WHITE","F",NA,"25-44","BLACK","F",40.755469146,-73.98155352,"(40.755469146, -73.98155352)","2018","06","04"
"886",908748930,"COMPLETED",670,2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - PUBLIC HOUSING","04/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.799232486,-73.933056198,"(40.799232486, -73.933056198)","2018","06","04"
"887",644908278,"COMPLETED",581,2,"N.Y. HOUSING POLICE",121,"FELONY","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","RESIDENCE - PUBLIC HOUSING","04/06/2018",NA,"45-64","BLACK","M",NA,"45-64","BLACK","F",40.710590245,-73.98566352,"(40.710590245, -73.98566352)","2018","06","04"
"888",305401192,"COMPLETED",581,2,"N.Y. HOUSING POLICE",121,"FELONY","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","RESIDENCE - PUBLIC HOUSING","04/06/2018",NA,"45-64","BLACK","F",NA,"45-64","BLACK","M",40.710590245,-73.98566352,"(40.710590245, -73.98566352)","2018","06","04"
"889",930032157,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","OTHER","04/06/2018",NA,"UNKNOWN","UNKNOWN","F",NA,"45-64","WHITE","F",40.763801697,-73.967042993,"(40.763801697, -73.967042993)","2018","06","04"
"890",252436859,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","STREET","04/06/2018",NA,"25-44","UNKNOWN","U",NA,"25-44","BLACK","F",40.803889605,-73.954091893,"(40.803889605, -73.954091893)","2018","06","04"
"891",972696946,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","FRONT OF","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","STREET","04/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE HISPANIC","F",40.726650337,-73.990491036,"(40.726650337, -73.990491036)","2018","06","04"
"892",692655224,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY",NA,"PATROL BORO MAN NORTH",390,"ROBBERY,HOME INVASION","HOTEL/MOTEL","04/06/2018",NA,"18-24","BLACK","M",NA,"18-24","ASIAN/PAC.ISL","F",40.795658432,-73.972058232,"(40.795658432, -73.972058232)","2018","06","04"
"893",250600439,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","04/06/2018",NA,"45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.771037439,-73.982264048,"(40.771037439, -73.982264048)","2018","06","04"
"894",634251235,"COMPLETED",44750,2,"N.Y. HOUSING POLICE",106,"FELONY","INSIDE","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - PUBLIC HOUSING","04/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"45-64","WHITE HISPANIC","M",40.818046948,-73.954244706,"(40.818046948, -73.954244706)","2018","06","04"
"895",484897898,"COMPLETED",44750,2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - PUBLIC HOUSING","04/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"25-44","WHITE HISPANIC","M",40.818046948,-73.954244706,"(40.818046948, -73.954244706)","2018","06","04"
"896",239330412,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMMERCIAL BUILDING","04/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","E",40.747266257,-73.9914914,"(40.747266257, -73.9914914)","2018","06","04"
"897",221002476,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","BANK","04/06/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"65+","WHITE","F",40.798803312,-73.969763415,"(40.798803312, -73.969763415)","2018","06","03"
"898",394735480,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",121,"FELONY",NA,"CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",273,"TAMPERING 1,CRIMINAL","TRANSIT - NYC SUBWAY","04/03/2018","116 STREET","25-44","BLACK","M",3,"UNKNOWN","UNKNOWN","E",40.804428073,-73.95537021,"(40.804428073, -73.95537021)","2018","06","03"
"899",533053664,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",430,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNCLASSIFIED","RESIDENCE - APT. HOUSE","04/03/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","WHITE","D",40.759148724,-73.964901161,"(40.759148724, -73.964901161)","2018","06","03"
"900",513222767,"COMPLETED",NA,0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS",NA,"PATROL BORO MAN SOUTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",NA,"03/30/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.716675673,-74.011768639,"(40.716675673, -74.011768639)","2018","06","02"
"901",865975438,"COMPLETED",NA,0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD",NA,"PATROL BORO MAN SOUTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","03/28/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"65+","BLACK","F",40.741151713,-73.976985285,"(40.741151713, -73.976985285)","2018","06","03"
"902",877386051,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMMERCIAL BUILDING","03/28/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.76263677,-73.973165867,"(40.76263677, -73.973165867)","2018","06","02"
"903",842406309,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","FRONT OF","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",443,"LARCENY,GRAND OF BICYCLE","STREET","03/25/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","ASIAN/PAC.ISL","M",40.727676944,-73.991356798,"(40.727676944, -73.991356798)","2018","06","02"
"904",367055281,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMMERCIAL BUILDING","03/20/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.744381163,-73.987522027,"(40.744381163, -73.987522027)","2018","06","03"
"905",102123923,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","OTHER","03/17/2018",NA,NA,NA,NA,NA,"45-64","BLACK","M",40.728506108,-74.004222802,"(40.728506108, -74.004222802)","2018","06","03"
"906",581347746,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","CLOTHING/BOUTIQUE","03/16/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","UNKNOWN","F",40.771430353,-73.961479324,"(40.771430353, -73.961479324)","2018","06","03"
"907",951231029,"COMPLETED",NA,0,"N.Y. POLICE DEPT",353,"MISDEMEANOR","OPPOSITE OF","UNAUTHORIZED USE OF A VEHICLE",NA,"PATROL BORO MAN SOUTH",462,"UNAUTHORIZED USE VEHICLE 3","STREET","03/16/2018",NA,"18-24","BLACK","F",NA,"45-64","BLACK","F",40.752479774,-73.979529533,"(40.752479774, -73.979529533)","2018","06","03"
"908",570656045,"COMPLETED",NA,0,"N.Y. POLICE DEPT",111,"FELONY","INSIDE","POSSESSION OF STOLEN PROPERTY",NA,"PATROL BORO MAN SOUTH",494,"STOLEN PROPERTY 2,1,POSSESSION","OTHER","03/15/2018",NA,"25-44","WHITE HISPANIC","M",NA,"18-24","ASIAN/PAC.ISL","F",40.756798201,-73.971110787,"(40.756798201, -73.971110787)","2018","06","03"
"909",525922376,"COMPLETED",696,2,"N.Y. HOUSING POLICE",112,"FELONY","INSIDE","THEFT-FRAUD",NA,"PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - PUBLIC HOUSING","03/15/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","BLACK","M",40.795780139,-73.965401925,"(40.795780139, -73.965401925)","2018","06","03"
"910",293734758,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT","RESIDENCE - APT. HOUSE","03/15/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","ASIAN/PAC.ISL","M",40.759768442,-73.989811298,"(40.759768442, -73.989811298)","2018","06","02"
"911",610375621,"COMPLETED",45386,2,"N.Y. HOUSING POLICE",112,"FELONY","INSIDE","THEFT-FRAUD",NA,"PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - PUBLIC HOUSING","03/14/2018",NA,"45-64","WHITE","M",NA,"45-64","BLACK","F",40.861820186,-73.924146734,"(40.861820186, -73.924146734)","2018","06","03"
"912",188944707,"COMPLETED",NA,0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD",NA,"PATROL BORO MAN NORTH",739,"FRAUD,UNCLASSIFIED-FELONY","RESIDENCE - APT. HOUSE","03/14/2018",NA,NA,NA,NA,NA,"65+","WHITE","F",40.777874054,-73.95874954,"(40.777874054, -73.95874954)","2018","06","02"
"913",561360852,"COMPLETED",NA,0,"N.Y. POLICE DEPT",113,"FELONY","INSIDE","FORGERY",NA,"PATROL BORO MAN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","CHECK CASHING BUSINESS","03/13/2018",NA,"18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.835584667,-73.940052083,"(40.835584667, -73.940052083)","2018","06","03"
"914",802464958,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",313,"LARCENY,PETIT BY FALSE PROMISE","BANK","03/13/2018",NA,"UNKNOWN","BLACK","M",NA,"<18","WHITE HISPANIC","M",40.791915591,-73.944432345,"(40.791915591, -73.944432345)","2018","06","03"
"915",382068522,"COMPLETED",NA,0,"N.Y. POLICE DEPT",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN SOUTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - APT. HOUSE","03/13/2018",NA,"UNKNOWN","UNKNOWN","F",NA,"25-44","WHITE","M",40.750411107,-73.985236286,"(40.750411107, -73.985236286)","2018","06","03"
"916",580024739,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY",NA,"PATROL BORO MAN NORTH",399,"ROBBERY,COMMERCIAL UNCLASSIFIED","OTHER","03/13/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"25-44","UNKNOWN","M",40.808497274,-73.935398508,"(40.808497274, -73.935398508)","2018","06","03"
"917",524286388,"COMPLETED",NA,0,"N.Y. POLICE DEPT",113,"FELONY","INSIDE","FORGERY",NA,"PATROL BORO MAN SOUTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","MAILBOX INSIDE","03/13/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"65+","WHITE HISPANIC","F",40.743598299,-73.982783803,"(40.743598299, -73.982783803)","2018","06","01"
"918",477166463,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",347,"PETIT LARCENY-CHECK FROM MAILB","MAILBOX OUTSIDE","03/13/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"65+","WHITE HISPANIC","F",40.824342983,-73.953376824,"(40.824342983, -73.953376824)","2018","06","01"
"919",124864592,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","COMMERCIAL BUILDING","03/12/2018",NA,"25-44","ASIAN/PAC.ISL","M",NA,"UNKNOWN","UNKNOWN","D",40.756097618,-73.98109855,"(40.756097618, -73.98109855)","2018","06","03"
"920",532501362,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","03/12/2018",NA,"<18","BLACK","M",NA,"UNKNOWN","BLACK","F",40.764379785,-73.992016265,"(40.764379785, -73.992016265)","2018","06","03"
"921",574546859,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","03/12/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.812166039,-73.944126437,"(40.812166039, -73.944126437)","2018","06","03"
"922",343098596,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","RESIDENCE - APT. HOUSE","03/12/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"65+","WHITE","M",40.79090425,-73.970814302,"(40.79090425, -73.970814302)","2018","06","03"
"923",802178462,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",305,"LARCENY,PETIT BY CREDIT CARD U","OTHER","03/12/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE HISPANIC","M",40.793464597,-73.968949638,"(40.793464597, -73.968949638)","2018","06","03"
"924",804269584,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CLOTHING/BOUTIQUE","03/12/2018",NA,"45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.761921933,-73.968415651,"(40.761921933, -73.968415651)","2018","06","02"
"925",113330328,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","03/11/2018",NA,"25-44","WHITE","M",NA,"45-64","WHITE","F",40.764846128,-73.96272496,"(40.764846128, -73.96272496)","2018","06","03"
"926",155414711,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR",NA,"PETIT LARCENY",NA,"PATROL BORO MAN NORTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","03/10/2018",NA,"25-44","UNKNOWN","F",NA,"25-44","BLACK","F",40.816509337,-73.946546957,"(40.816509337, -73.946546957)","2018","06","03"
"927",514996157,"COMPLETED",NA,0,"N.Y. POLICE DEPT",104,"FELONY","INSIDE","RAPE",NA,"PATROL BORO MAN SOUTH",157,"RAPE 1","RESIDENCE - APT. HOUSE","03/10/2018",NA,"25-44","WHITE","M",NA,"25-44","WHITE","F",40.742699299,-73.99865538,"(40.742699299, -73.99865538)","2018","06","03"
"928",363078896,"COMPLETED",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY",NA,"PATROL BORO MAN NORTH",223,"BURGLARY,RESIDENCE,NIGHT","RESIDENCE - APT. HOUSE","03/10/2018",NA,"UNKNOWN","BLACK HISPANIC","M",NA,"45-64","BLACK HISPANIC","M",40.850100958,-73.939146196,"(40.850100958, -73.939146196)","2018","06","03"
"929",586434008,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","RESTAURANT/DINER","03/09/2018",NA,NA,NA,NA,NA,"45-64","ASIAN/PAC.ISL","F",40.726798812,-73.994430846,"(40.726798812, -73.994430846)","2018","06","03"
"930",981615323,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR",NA,"PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","OTHER","03/09/2018",NA,NA,NA,NA,NA,"25-44","WHITE","M",40.719858974,-73.983222838,"(40.719858974, -73.983222838)","2018","06","03"
"931",201241206,"COMPLETED",NA,0,"N.Y. POLICE DEPT",125,"FELONY","INSIDE","NYS LAWS-UNCLASSIFIED FELONY",NA,"PATROL BORO MAN SOUTH",847,"NY STATE LAWS,UNCLASSIFIED FEL","PUBLIC BUILDING","03/09/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.716344152,-74.001253193,"(40.716344152, -74.001253193)","2018","06","03"
"932",329095120,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","03/09/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","UNKNOWN","M",40.83907702,-73.936930061,"(40.83907702, -73.936930061)","2018","06","03"
"933",551515625,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS",NA,"PATROL BORO MAN SOUTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","OTHER","03/09/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.706978808,-74.007121329,"(40.706978808, -74.007121329)","2018","06","03"
"934",622002681,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR",NA,"PETIT LARCENY",NA,"PATROL BORO MAN NORTH",321,"LARCENY,PETIT FROM AUTO","STREET","03/09/2018",NA,NA,NA,NA,NA,"25-44","BLACK","F",40.808857534,-73.954034282,"(40.808857534, -73.954034282)","2018","06","03"
"935",290681921,"COMPLETED",NA,0,"N.Y. POLICE DEPT",112,"FELONY","INSIDE","THEFT-FRAUD",NA,"PATROL BORO MAN SOUTH",739,"FRAUD,UNCLASSIFIED-FELONY","SMALL MERCHANT","03/09/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","D",40.765740286,-73.983597552,"(40.765740286, -73.983597552)","2018","06","03"
"936",453174166,"COMPLETED",NA,97,"OTHER",355,"MISDEMEANOR","INSIDE","OFFENSES AGAINST THE PERSON",NA,"PATROL BORO MAN NORTH",115,"RECKLESS ENDANGERMENT 2","RESIDENCE - APT. HOUSE","03/09/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"UNKNOWN","UNKNOWN","E",40.795792995,-73.962624565,"(40.795792995, -73.962624565)","2018","06","02"
"937",785486918,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","RESIDENCE - APT. HOUSE","03/08/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","ASIAN/PAC.ISL","F",40.707519528,-74.007099746,"(40.707519528, -74.007099746)","2018","06","03"
"938",349978373,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR",NA,"PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",349,"LARCENY,PETIT OF LICENSE PLATE","STREET","03/08/2018",NA,"UNKNOWN","WHITE","M",NA,"45-64","ASIAN/PAC.ISL","M",40.717188305,-73.983104465,"(40.717188305, -73.983104465)","2018","06","03"
"939",892728839,"COMPLETED",606,2,"N.Y. HOUSING POLICE",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - PUBLIC HOUSING","03/08/2018",NA,"25-44","WHITE","F",NA,"45-64","WHITE","M",40.71332365,-73.982889015,"(40.71332365, -73.982889015)","2018","06","03"
"940",924282426,"COMPLETED",NA,0,"N.Y. POLICE DEPT",113,"FELONY","INSIDE","FORGERY",NA,"PATROL BORO MAN SOUTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","RESTAURANT/DINER","03/08/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.727174978,-74.000228746,"(40.727174978, -74.000228746)","2018","06","03"
